,serum,virus,replicate,concentration,fraction infectivity
0,FH003MJ,229E-1984,1,0.1,0.104754
1,FH003MJ,229E-1984,1,0.033333333,0.310767875
2,FH003MJ,229E-1984,1,0.011111111,0.495717502
3,FH003MJ,229E-1984,1,0.003703704,1.112932692
4,FH003MJ,229E-1984,1,0.001234568,0.744677265
5,FH003MJ,229E-1984,1,0.000411523,1.396118866
6,FH003MJ,229E-1984,1,0.000137174,1.035642551
7,FH003MJ,229E-1984,1,4.57247E-05,1.135175761
8,FH003MJ,229E-1984,2,0.1,0.083259239
9,FH003MJ,229E-1984,2,0.033333333,0.345435638
10,FH003MJ,229E-1984,2,0.011111111,0.483526484
11,FH003MJ,229E-1984,2,0.003703704,1.400542182
12,FH003MJ,229E-1984,2,0.001234568,0.730090541
13,FH003MJ,229E-1984,2,0.000411523,1.199133335
14,FH003MJ,229E-1984,2,0.000137174,1.005597374
15,FH003MJ,229E-1984,2,4.57247E-05,1.097473403
16,FH012MA,229E-1984,1,0.1,0.217096077
17,FH012MA,229E-1984,1,0.033333333,0.716190134
18,FH012MA,229E-1984,1,0.011111111,0.703369278
19,FH012MA,229E-1984,1,0.003703704,1.47668335
20,FH012MA,229E-1984,1,0.001234568,0.731512496
21,FH012MA,229E-1984,1,0.000411523,1.172281353
22,FH012MA,229E-1984,1,0.000137174,0.809947572
23,FH012MA,229E-1984,1,4.57247E-05,1.148239021
24,FH012MA,229E-1984,2,0.1,0.280839979
25,FH012MA,229E-1984,2,0.033333333,0.798192928
26,FH012MA,229E-1984,2,0.011111111,0.9423265
27,FH012MA,229E-1984,2,0.003703704,1.458112972
28,FH012MA,229E-1984,2,0.001234568,0.806408812
29,FH012MA,229E-1984,2,0.000411523,1.462390141
30,FH012MA,229E-1984,2,0.000137174,0.820895259
31,FH012MA,229E-1984,2,4.57247E-05,0.854232528
32,FH006SM,229E-1984,1,0.1,0.386183919
33,FH006SM,229E-1984,1,0.033333333,0.696903557
34,FH006SM,229E-1984,1,0.011111111,0.85535253
35,FH006SM,229E-1984,1,0.003703704,1.212371958
36,FH006SM,229E-1984,1,0.001234568,1.087081404
37,FH006SM,229E-1984,1,0.000411523,1.251204257
38,FH006SM,229E-1984,1,0.000137174,0.683567881
39,FH006SM,229E-1984,1,4.57247E-05,1.080689338
40,FH006SM,229E-1984,2,0.1,0.386380002
41,FH006SM,229E-1984,2,0.033333333,0.614291089
42,FH006SM,229E-1984,2,0.011111111,0.898223328
43,FH006SM,229E-1984,2,0.003703704,1.132921822
44,FH006SM,229E-1984,2,0.001234568,0.989947845
45,FH006SM,229E-1984,2,0.000411523,1.148473573
46,FH006SM,229E-1984,2,0.000137174,0.848023833
47,FH006SM,229E-1984,2,4.57247E-05,1.143394785
48,FR1377,229E-1984,1,0.1,0.79550057
49,FR1377,229E-1984,1,0.033333333,0.988296016
50,FR1377,229E-1984,1,0.011111111,0.915527116
51,FR1377,229E-1984,1,0.003703704,1.458745954
52,FR1377,229E-1984,1,0.001234568,0.92906413
53,FR1377,229E-1984,1,0.000411523,1.054214288
54,FR1377,229E-1984,1,0.000137174,1.15593235
55,FR1377,229E-1984,1,4.57247E-05,1.204208374
56,FR1377,229E-1984,2,0.1,0.636169551
57,FR1377,229E-1984,2,0.033333333,1.191359014
58,FR1377,229E-1984,2,0.011111111,0.87118379
59,FR1377,229E-1984,2,0.003703704,1.345939858
60,FR1377,229E-1984,2,0.001234568,1.065972379
61,FR1377,229E-1984,2,0.000411523,1.259489275
62,FR1377,229E-1984,2,0.000137174,0.789351674
63,FR1377,229E-1984,2,4.57247E-05,1.292865087
