serum,virus,replicate,concentration,fraction infectivity,date
Nothing,229E-1992,1,0.0012,0.9641,2020-10-22
Nothing,229E-1992,1,0.0004,0.9301,2020-10-22
Nothing,229E-1992,1,0.0001,1.0030,2020-10-22
Nothing,229E-1992,2,0.1000,1.0930,2020-10-22
Nothing,229E-1992,2,0.0333,1.0240,2020-10-22
Nothing,229E-1992,2,0.0111,1.0030,2020-10-22
Nothing,229E-1992,2,0.0037,0.8960,2020-10-22
Nothing,229E-1992,2,0.0012,0.9013,2020-10-22
Nothing,229E-1992,2,0.0004,0.8992,2020-10-22
Nothing,229E-1992,2,0.0001,1.0050,2020-10-22
FR1377,229E-1992,1,0.1000,0.5951,2020-10-22
FR1377,229E-1992,1,0.0333,0.9245,2020-10-22
FR1377,229E-1992,1,0.0111,1.0880,2020-10-22
FR1377,229E-1992,1,0.0037,1.0210,2020-10-22
FR1377,229E-1992,1,0.0012,0.8994,2020-10-22
FR1377,229E-1992,1,0.0004,0.9651,2020-10-22
FR1377,229E-1992,1,0.0001,0.8694,2020-10-22
FR1377,229E-1992,2,0.1000,0.6316,2020-10-22
FR1377,229E-1992,2,0.0333,0.8302,2020-10-22
FR1377,229E-1992,2,0.0111,1.0760,2020-10-22
FR1377,229E-1992,2,0.0037,0.8728,2020-10-22
FR1377,229E-1992,2,0.0012,0.9382,2020-10-22
FR1377,229E-1992,2,0.0004,0.9129,2020-10-22
FR1377,229E-1992,2,0.0001,0.8942,2020-10-22
SD87_2,229E-1992,1,0.1000,0.4763,2020-10-22
SD87_2,229E-1992,1,0.0333,0.6451,2020-10-22
SD87_2,229E-1992,1,0.0111,0.9597,2020-10-22
SD87_2,229E-1992,1,0.0037,0.9701,2020-10-22
SD87_2,229E-1992,1,0.0012,0.9232,2020-10-22
SD87_2,229E-1992,1,0.0004,1.0850,2020-10-22
SD87_2,229E-1992,1,0.0001,0.8683,2020-10-22
SD87_2,229E-1992,2,0.1000,0.4603,2020-10-22
SD87_2,229E-1992,2,0.0333,0.8010,2020-10-22
SD87_2,229E-1992,2,0.0111,0.7470,2020-10-22
SD87_2,229E-1992,2,0.0037,1.1110,2020-10-22
SD87_2,229E-1992,2,0.0012,0.9887,2020-10-22
SD87_2,229E-1992,2,0.0004,1.1020,2020-10-22
SD87_2,229E-1992,2,0.0001,1.0900,2020-10-22
SD87_4,229E-1992,1,0.1000,0.1621,2020-10-22
SD87_4,229E-1992,1,0.0333,0.5073,2020-10-22
SD87_4,229E-1992,1,0.0111,0.7507,2020-10-22
SD87_4,229E-1992,1,0.0037,0.9039,2020-10-22
SD87_4,229E-1992,1,0.0012,0.9725,2020-10-22
SD87_4,229E-1992,1,0.0004,1.2870,2020-10-22
SD87_4,229E-1992,1,0.0001,1.0200,2020-10-22
SD87_4,229E-1992,2,0.1000,0.1642,2020-10-22
SD87_4,229E-1992,2,0.0333,0.5688,2020-10-22
SD87_4,229E-1992,2,0.0111,0.7619,2020-10-22
SD87_4,229E-1992,2,0.0037,1.1210,2020-10-22
SD87_4,229E-1992,2,0.0012,0.8927,2020-10-22
SD87_4,229E-1992,2,0.0004,1.2610,2020-10-22
SD87_4,229E-1992,2,0.0001,1.1430,2020-10-22
SD87_6,229E-1992,1,0.1000,0.1687,2020-10-22
SD87_6,229E-1992,1,0.0333,0.4757,2020-10-22
SD87_6,229E-1992,1,0.0111,0.6895,2020-10-22
SD87_6,229E-1992,1,0.0037,0.9011,2020-10-22
SD87_6,229E-1992,1,0.0012,0.8443,2020-10-22
SD87_6,229E-1992,1,0.0004,0.9172,2020-10-22
SD87_6,229E-1992,1,0.0001,1.0440,2020-10-22
SD87_6,229E-1992,2,0.1000,0.2041,2020-10-22
SD87_6,229E-1992,2,0.0333,0.5132,2020-10-22
SD87_6,229E-1992,2,0.0111,0.6720,2020-10-22
SD87_6,229E-1992,2,0.0037,0.9404,2020-10-22
SD87_6,229E-1992,2,0.0012,0.9217,2020-10-22
SD87_6,229E-1992,2,0.0004,1.0080,2020-10-22
SD87_6,229E-1992,2,0.0001,0.9394,2020-10-22
SD85_2,229E-1992,1,0.1000,0.5033,2020-10-22
SD85_2,229E-1992,1,0.0333,0.7391,2020-10-22
SD85_2,229E-1992,1,0.0111,0.9253,2020-10-22
SD85_2,229E-1992,1,0.0037,0.9982,2020-10-22
SD85_2,229E-1992,1,0.0012,0.9962,2020-10-22
SD85_2,229E-1992,1,0.0004,1.0150,2020-10-22
SD85_2,229E-1992,1,0.0001,1.1730,2020-10-22
SD85_2,229E-1992,2,0.1000,0.5047,2020-10-22
SD85_2,229E-1992,2,0.0333,0.7197,2020-10-22
SD85_2,229E-1992,2,0.0111,0.9563,2020-10-22
SD85_2,229E-1992,2,0.0037,0.8901,2020-10-22
SD85_2,229E-1992,2,0.0012,0.9602,2020-10-22
SD85_2,229E-1992,2,0.0004,1.0250,2020-10-22
SD85_2,229E-1992,2,0.0001,1.0480,2020-10-22
SD85_3,229E-1992,1,0.1000,0.2791,2020-10-22
SD85_3,229E-1992,1,0.0333,0.5829,2020-10-22
SD85_3,229E-1992,1,0.0111,0.7416,2020-10-22
SD85_3,229E-1992,1,0.0037,0.8267,2020-10-22
SD85_3,229E-1992,1,0.0012,0.8402,2020-10-22
SD85_3,229E-1992,1,0.0004,0.9007,2020-10-22
SD85_3,229E-1992,1,0.0001,0.9162,2020-10-22
SD85_3,229E-1992,2,0.1000,0.2587,2020-10-22
SD85_3,229E-1992,2,0.0333,0.6347,2020-10-22
SD85_3,229E-1992,2,0.0111,0.8369,2020-10-22
SD85_3,229E-1992,2,0.0037,0.8681,2020-10-22
SD85_3,229E-1992,2,0.0012,0.9132,2020-10-22
SD85_3,229E-1992,2,0.0004,0.9347,2020-10-22
SD85_3,229E-1992,2,0.0001,1.0820,2020-10-22
SD85_5,229E-1992,1,0.1000,0.4796,2020-10-22
SD85_5,229E-1992,1,0.0333,0.8775,2020-10-22
SD85_5,229E-1992,1,0.0111,0.8005,2020-10-22
SD85_5,229E-1992,1,0.0037,0.9213,2020-10-22
SD85_5,229E-1992,1,0.0012,0.9815,2020-10-22
SD85_5,229E-1992,1,0.0004,0.8887,2020-10-22
SD85_5,229E-1992,1,0.0001,0.9922,2020-10-22
SD85_5,229E-1992,2,0.1000,0.3610,2020-10-22
SD85_5,229E-1992,2,0.0333,0.7425,2020-10-22
SD85_5,229E-1992,2,0.0111,0.7911,2020-10-22
SD85_5,229E-1992,2,0.0037,1.0280,2020-10-22
SD85_5,229E-1992,2,0.0012,0.9205,2020-10-22
SD85_5,229E-1992,2,0.0004,0.9324,2020-10-22
SD85_5,229E-1992,2,0.0001,1.0330,2020-10-22
SD86_5,229E-1992,1,0.1000,0.0651,2020-10-22
SD86_5,229E-1992,1,0.0333,0.3275,2020-10-22
SD86_5,229E-1992,1,0.0111,0.5990,2020-10-22
SD86_5,229E-1992,1,0.0037,0.8117,2020-10-22
SD86_5,229E-1992,1,0.0012,0.8811,2020-10-22
SD86_5,229E-1992,1,0.0004,0.7262,2020-10-22
SD86_5,229E-1992,1,0.0001,1.0220,2020-10-22
SD86_5,229E-1992,2,0.1000,0.0589,2020-10-22
SD86_5,229E-1992,2,0.0333,0.2876,2020-10-22
SD86_5,229E-1992,2,0.0111,0.5888,2020-10-22
SD86_5,229E-1992,2,0.0037,0.8216,2020-10-22
SD86_5,229E-1992,2,0.0012,0.9194,2020-10-22
SD86_5,229E-1992,2,0.0004,0.8453,2020-10-22
SD86_5,229E-1992,2,0.0001,0.9301,2020-10-22
SD86_6,229E-1992,1,0.1000,0.2927,2020-10-22
SD86_6,229E-1992,1,0.0333,0.6294,2020-10-22
SD86_6,229E-1992,1,0.0111,0.8132,2020-10-22
SD86_6,229E-1992,1,0.0037,0.9575,2020-10-22
SD86_6,229E-1992,1,0.0012,0.9097,2020-10-22
SD86_6,229E-1992,1,0.0004,0.8519,2020-10-22
SD86_6,229E-1992,1,0.0001,1.0080,2020-10-22
SD86_6,229E-1992,2,0.1000,0.2478,2020-10-22
SD86_6,229E-1992,2,0.0333,0.5632,2020-10-22
SD86_6,229E-1992,2,0.0111,0.7940,2020-10-22
SD86_6,229E-1992,2,0.0037,0.8411,2020-10-22
SD86_6,229E-1992,2,0.0012,0.8908,2020-10-22
SD86_6,229E-1992,2,0.0004,0.8404,2020-10-22
SD86_6,229E-1992,2,0.0001,0.9509,2020-10-22
SD87_5,229E-1984,1,0.1000,0.3344,2020-10-16
SD87_5,229E-1984,1,0.0333,0.3510,2020-10-16
SD87_5,229E-1984,1,0.0111,0.5023,2020-10-16
SD87_5,229E-1984,1,0.0037,1.2280,2020-10-16
SD87_5,229E-1984,1,0.0012,1.2150,2020-10-16
SD87_5,229E-1984,1,0.0004,0.8237,2020-10-16
SD87_5,229E-1984,1,0.0001,0.6633,2020-10-16
SD87_5,229E-1984,2,0.1000,0.3490,2020-10-16
SD87_5,229E-1984,2,0.0333,0.5866,2020-10-16
SD87_5,229E-1984,2,0.0111,0.7391,2020-10-16
SD87_5,229E-1984,2,0.0037,0.8677,2020-10-16
SD87_5,229E-1984,2,0.0012,0.9591,2020-10-16
SD87_5,229E-1984,2,0.0004,0.6950,2020-10-16
SD87_5,229E-1984,2,0.0001,0.9839,2020-10-16
SD87_6,229E-1984,1,0.1000,0.0027,2020-10-16
SD87_6,229E-1984,1,0.0333,0.1028,2020-10-16
SD87_6,229E-1984,1,0.0111,0.3500,2020-10-16
SD87_6,229E-1984,1,0.0037,0.7833,2020-10-16
SD87_6,229E-1984,1,0.0012,1.4500,2020-10-16
SD87_6,229E-1984,1,0.0004,0.7162,2020-10-16
SD87_6,229E-1984,1,0.0001,0.9208,2020-10-16
SD87_6,229E-1984,2,0.1000,0.0135,2020-10-16
SD87_6,229E-1984,2,0.0333,0.0623,2020-10-16
SD87_6,229E-1984,2,0.0111,0.4421,2020-10-16
SD87_6,229E-1984,2,0.0037,0.7017,2020-10-16
SD87_6,229E-1984,2,0.0012,1.1880,2020-10-16
SD87_6,229E-1984,2,0.0004,0.7366,2020-10-16
SD87_6,229E-1984,2,0.0001,1.1900,2020-10-16
Nothing,229E-1984,1,0.1000,1.0080,2020-10-16
Nothing,229E-1984,1,0.0333,1.0650,2020-10-16
Nothing,229E-1984,1,0.0111,0.6926,2020-10-16
Nothing,229E-1984,1,0.0037,0.9449,2020-10-16
Nothing,229E-1984,1,0.0012,1.2450,2020-10-16
Nothing,229E-1984,1,0.0004,0.9191,2020-10-16
Nothing,229E-1984,1,0.0001,0.8597,2020-10-16
Nothing,229E-1984,2,0.1000,1.1300,2020-10-16
Nothing,229E-1984,2,0.0333,0.6265,2020-10-16
Nothing,229E-1984,2,0.0111,0.8623,2020-10-16
Nothing,229E-1984,2,0.0037,0.9971,2020-10-16
Nothing,229E-1984,2,0.0012,1.5570,2020-10-16
Nothing,229E-1984,2,0.0004,0.8883,2020-10-16
Nothing,229E-1984,2,0.0001,0.9084,2020-10-16
FR1377,229E-1984,1,0.1000,0.5642,2020-10-16
FR1377,229E-1984,1,0.0333,0.6966,2020-10-16
FR1377,229E-1984,1,0.0111,0.7716,2020-10-16
FR1377,229E-1984,1,0.0037,1.0070,2020-10-16
FR1377,229E-1984,1,0.0012,1.5660,2020-10-16
FR1377,229E-1984,1,0.0004,0.7563,2020-10-16
FR1377,229E-1984,1,0.0001,1.1630,2020-10-16
FR1377,229E-1984,2,0.1000,0.5608,2020-10-16
FR1377,229E-1984,2,0.0333,0.8489,2020-10-16
FR1377,229E-1984,2,0.0111,0.8723,2020-10-16
FR1377,229E-1984,2,0.0037,1.2240,2020-10-16
FR1377,229E-1984,2,0.0012,1.2260,2020-10-16
FR1377,229E-1984,2,0.0004,0.7085,2020-10-16
FR1377,229E-1984,2,0.0001,0.8002,2020-10-16
SD87_1,229E-1984,1,0.1000,0.0563,2020-10-16
SD87_1,229E-1984,1,0.0333,0.4349,2020-10-16
SD87_1,229E-1984,1,0.0111,0.4802,2020-10-16
SD87_1,229E-1984,1,0.0037,0.5486,2020-10-16
SD87_1,229E-1984,1,0.0012,0.9630,2020-10-16
SD87_1,229E-1984,1,0.0004,1.0480,2020-10-16
SD87_1,229E-1984,1,0.0001,1.1450,2020-10-16
SD87_1,229E-1984,2,0.1000,0.0822,2020-10-16
SD87_1,229E-1984,2,0.0333,0.3403,2020-10-16
SD87_1,229E-1984,2,0.0111,0.5380,2020-10-16
SD87_1,229E-1984,2,0.0037,0.7181,2020-10-16
SD87_1,229E-1984,2,0.0012,1.0260,2020-10-16
SD87_1,229E-1984,2,0.0004,1.3200,2020-10-16
SD87_1,229E-1984,2,0.0001,1.0750,2020-10-16
SD87_2,229E-1984,1,0.1000,0.0151,2020-10-16
SD87_2,229E-1984,1,0.0333,0.1488,2020-10-16
SD87_2,229E-1984,1,0.0111,0.3432,2020-10-16
SD87_2,229E-1984,1,0.0037,0.5161,2020-10-16
SD87_2,229E-1984,1,0.0012,0.8399,2020-10-16
SD87_2,229E-1984,1,0.0004,1.2450,2020-10-16
SD87_2,229E-1984,1,0.0001,1.1000,2020-10-16
SD87_2,229E-1984,2,0.1000,0.0192,2020-10-16
SD87_2,229E-1984,2,0.0333,0.1166,2020-10-16
SD87_2,229E-1984,2,0.0111,0.3521,2020-10-16
SD87_2,229E-1984,2,0.0037,0.5786,2020-10-16
SD87_2,229E-1984,2,0.0012,1.0320,2020-10-16
SD87_2,229E-1984,2,0.0004,0.9808,2020-10-16
SD87_2,229E-1984,2,0.0001,0.8895,2020-10-16
SD87_3,229E-1984,1,0.1000,0.2679,2020-10-16
SD87_3,229E-1984,1,0.0333,0.4580,2020-10-16
SD87_3,229E-1984,1,0.0111,0.7036,2020-10-16
SD87_3,229E-1984,1,0.0037,0.6348,2020-10-16
SD87_3,229E-1984,1,0.0012,0.8184,2020-10-16
SD87_3,229E-1984,1,0.0004,1.5030,2020-10-16
SD87_3,229E-1984,1,0.0001,1.6120,2020-10-16
SD87_3,229E-1984,2,0.1000,0.1957,2020-10-16
SD87_3,229E-1984,2,0.0333,0.6450,2020-10-16
SD87_3,229E-1984,2,0.0111,0.8728,2020-10-16
SD87_3,229E-1984,2,0.0037,0.6606,2020-10-16
SD87_3,229E-1984,2,0.0012,0.7987,2020-10-16
SD87_3,229E-1984,2,0.0004,1.2220,2020-10-16
SD87_3,229E-1984,2,0.0001,0.9527,2020-10-16
SD87_4,229E-1984,1,0.1000,0.0021,2020-10-16
SD87_4,229E-1984,1,0.0333,0.0230,2020-10-16
SD87_4,229E-1984,1,0.0111,0.0898,2020-10-16
SD87_4,229E-1984,1,0.0037,0.3698,2020-10-16
SD87_4,229E-1984,1,0.0012,0.6494,2020-10-16
SD87_4,229E-1984,1,0.0004,1.1410,2020-10-16
SD87_4,229E-1984,1,0.0001,1.1470,2020-10-16
SD87_4,229E-1984,2,0.1000,0.0008,2020-10-16
SD87_4,229E-1984,2,0.0333,0.0315,2020-10-16
SD87_4,229E-1984,2,0.0111,0.0998,2020-10-16
SD87_4,229E-1984,2,0.0037,0.2052,2020-10-16
SD87_4,229E-1984,2,0.0012,1.1350,2020-10-16
SD87_4,229E-1984,2,0.0004,1.0740,2020-10-16
SD87_4,229E-1984,2,0.0001,1.3180,2020-10-16
SD86_3,229E-1984,1,0.1000,0.3519,2020-10-16
SD86_3,229E-1984,1,0.0333,0.5500,2020-10-16
SD86_3,229E-1984,1,0.0111,1.1570,2020-10-16
SD86_3,229E-1984,1,0.0037,0.9906,2020-10-16
SD86_3,229E-1984,1,0.0012,0.8480,2020-10-16
SD86_3,229E-1984,1,0.0004,0.9637,2020-10-16
SD86_3,229E-1984,1,0.0001,0.9658,2020-10-16
SD86_3,229E-1984,2,0.1000,0.2720,2020-10-16
SD86_3,229E-1984,2,0.0333,0.9736,2020-10-16
SD86_3,229E-1984,2,0.0111,0.9088,2020-10-16
SD86_3,229E-1984,2,0.0037,1.1080,2020-10-16
SD86_3,229E-1984,2,0.0012,1.0190,2020-10-16
SD86_3,229E-1984,2,0.0004,1.1930,2020-10-16
SD86_3,229E-1984,2,0.0001,0.9690,2020-10-16
SD86_4,229E-1984,1,0.1000,0.1483,2020-10-16
SD86_4,229E-1984,1,0.0333,0.7061,2020-10-16
SD86_4,229E-1984,1,0.0111,0.6613,2020-10-16
SD86_4,229E-1984,1,0.0037,0.9303,2020-10-16
SD86_4,229E-1984,1,0.0012,1.2710,2020-10-16
SD86_4,229E-1984,1,0.0004,1.1260,2020-10-16
SD86_4,229E-1984,1,0.0001,0.7834,2020-10-16
SD86_4,229E-1984,2,0.1000,0.0858,2020-10-16
SD86_4,229E-1984,2,0.0333,0.5488,2020-10-16
SD86_4,229E-1984,2,0.0111,0.7378,2020-10-16
SD86_4,229E-1984,2,0.0037,0.6893,2020-10-16
SD86_4,229E-1984,2,0.0012,1.3190,2020-10-16
SD86_4,229E-1984,2,0.0004,1.2720,2020-10-16
SD86_4,229E-1984,2,0.0001,0.9688,2020-10-16
SD86_5,229E-1984,1,0.1000,0.0102,2020-10-16
SD86_5,229E-1984,1,0.0333,0.0972,2020-10-16
SD86_5,229E-1984,1,0.0111,0.4037,2020-10-16
SD86_5,229E-1984,1,0.0037,0.7217,2020-10-16
SD86_5,229E-1984,1,0.0012,0.8225,2020-10-16
SD86_5,229E-1984,1,0.0004,1.0870,2020-10-16
SD86_5,229E-1984,1,0.0001,0.9797,2020-10-16
SD86_5,229E-1984,2,0.1000,0.0085,2020-10-16
SD86_5,229E-1984,2,0.0333,0.0836,2020-10-16
SD86_5,229E-1984,2,0.0111,0.3644,2020-10-16
SD86_5,229E-1984,2,0.0037,0.7202,2020-10-16
SD86_5,229E-1984,2,0.0012,1.0560,2020-10-16
SD86_5,229E-1984,2,0.0004,0.9765,2020-10-16
SD86_5,229E-1984,2,0.0001,0.8787,2020-10-16
SD86_6,229E-1984,1,0.1000,0.0323,2020-10-16
SD86_6,229E-1984,1,0.0333,0.2249,2020-10-16
SD86_6,229E-1984,1,0.0111,0.5728,2020-10-16
SD86_6,229E-1984,1,0.0037,0.5346,2020-10-16
SD86_6,229E-1984,1,0.0012,0.7364,2020-10-16
SD86_6,229E-1984,1,0.0004,1.0980,2020-10-16
SD86_6,229E-1984,1,0.0001,0.8899,2020-10-16
SD86_6,229E-1984,2,0.1000,0.0158,2020-10-16
SD86_6,229E-1984,2,0.0333,0.2765,2020-10-16
SD86_6,229E-1984,2,0.0111,0.4059,2020-10-16
SD86_6,229E-1984,2,0.0037,0.7608,2020-10-16
SD86_6,229E-1984,2,0.0012,1.0560,2020-10-16
SD86_6,229E-1984,2,0.0004,0.7983,2020-10-16
SD86_6,229E-1984,2,0.0001,1.1850,2020-10-16
SD85_5,229E-1984,1,0.1000,0.0278,2020-10-16
SD85_5,229E-1984,1,0.0333,0.1261,2020-10-16
SD85_5,229E-1984,1,0.0111,0.3916,2020-10-16
SD85_5,229E-1984,1,0.0037,0.9313,2020-10-16
SD85_5,229E-1984,1,0.0012,0.9010,2020-10-16
SD85_5,229E-1984,1,0.0004,0.7028,2020-10-16
SD85_5,229E-1984,1,0.0001,1.1290,2020-10-16
SD85_5,229E-1984,2,0.1000,0.0194,2020-10-16
SD85_5,229E-1984,2,0.0333,0.1616,2020-10-16
SD85_5,229E-1984,2,0.0111,0.3154,2020-10-16
SD85_5,229E-1984,2,0.0037,1.0660,2020-10-16
SD85_5,229E-1984,2,0.0012,0.6573,2020-10-16
SD85_5,229E-1984,2,0.0004,0.8575,2020-10-16
SD85_5,229E-1984,2,0.0001,1.0800,2020-10-16
SD85_6,229E-1984,1,0.1000,0.1183,2020-10-16
SD85_6,229E-1984,1,0.0333,0.5980,2020-10-16
SD85_6,229E-1984,1,0.0111,0.5422,2020-10-16
SD85_6,229E-1984,1,0.0037,0.6323,2020-10-16
SD85_6,229E-1984,1,0.0012,0.7730,2020-10-16
SD85_6,229E-1984,1,0.0004,1.0450,2020-10-16
SD85_6,229E-1984,1,0.0001,0.9421,2020-10-16
SD85_6,229E-1984,2,0.1000,0.1931,2020-10-16
SD85_6,229E-1984,2,0.0333,0.4375,2020-10-16
SD85_6,229E-1984,2,0.0111,0.5411,2020-10-16
SD85_6,229E-1984,2,0.0037,1.2350,2020-10-16
SD85_6,229E-1984,2,0.0012,0.7561,2020-10-16
SD85_6,229E-1984,2,0.0004,0.8047,2020-10-16
SD85_6,229E-1984,2,0.0001,1.0020,2020-10-16
SD86_1,229E-1984,1,0.1000,0.5449,2020-10-16
SD86_1,229E-1984,1,0.0333,0.6226,2020-10-16
SD86_1,229E-1984,1,0.0111,0.5908,2020-10-16
SD86_1,229E-1984,1,0.0037,1.0170,2020-10-16
SD86_1,229E-1984,1,0.0012,0.9972,2020-10-16
SD86_1,229E-1984,1,0.0004,0.7527,2020-10-16
SD86_1,229E-1984,1,0.0001,0.9439,2020-10-16
SD86_1,229E-1984,2,0.1000,0.5665,2020-10-16
SD86_1,229E-1984,2,0.0333,0.7713,2020-10-16
SD86_1,229E-1984,2,0.0111,0.8322,2020-10-16
SD86_1,229E-1984,2,0.0037,1.2110,2020-10-16
SD86_1,229E-1984,2,0.0012,0.7164,2020-10-16
SD86_1,229E-1984,2,0.0004,1.1240,2020-10-16
SD86_1,229E-1984,2,0.0001,0.7697,2020-10-16
SD86_2,229E-1984,1,0.1000,0.2406,2020-10-16
SD86_2,229E-1984,1,0.0333,0.3564,2020-10-16
SD86_2,229E-1984,1,0.0111,0.7336,2020-10-16
SD86_2,229E-1984,1,0.0037,0.8196,2020-10-16
SD86_2,229E-1984,1,0.0012,0.9280,2020-10-16
SD86_2,229E-1984,1,0.0004,0.8052,2020-10-16
SD86_2,229E-1984,1,0.0001,0.7027,2020-10-16
SD86_2,229E-1984,2,0.1000,0.1643,2020-10-16
SD86_2,229E-1984,2,0.0333,0.5693,2020-10-16
SD86_2,229E-1984,2,0.0111,0.6717,2020-10-16
SD86_2,229E-1984,2,0.0037,0.8255,2020-10-16
SD86_2,229E-1984,2,0.0012,0.7786,2020-10-16
SD86_2,229E-1984,2,0.0004,0.8287,2020-10-16
SD86_2,229E-1984,2,0.0001,0.8540,2020-10-16
SD85_1,229E-1984,1,0.1000,0.2600,2020-10-16
SD85_1,229E-1984,1,0.0333,0.5215,2020-10-16
SD85_1,229E-1984,1,0.0111,0.9673,2020-10-16
SD85_1,229E-1984,1,0.0037,0.6970,2020-10-16
SD85_1,229E-1984,1,0.0012,0.7599,2020-10-16
SD85_1,229E-1984,1,0.0004,0.8225,2020-10-16
SD85_1,229E-1984,1,0.0001,0.7320,2020-10-16
SD85_1,229E-1984,2,0.1000,0.3312,2020-10-16
SD85_1,229E-1984,2,0.0333,0.4666,2020-10-16
SD85_1,229E-1984,2,0.0111,1.0680,2020-10-16
SD85_1,229E-1984,2,0.0037,0.7854,2020-10-16
SD85_1,229E-1984,2,0.0012,1.1130,2020-10-16
SD85_1,229E-1984,2,0.0004,0.9352,2020-10-16
SD85_1,229E-1984,2,0.0001,0.8588,2020-10-16
SD85_2,229E-1984,1,0.1000,0.7718,2020-10-16
SD85_2,229E-1984,1,0.0333,1.1260,2020-10-16
SD85_2,229E-1984,1,0.0111,0.9533,2020-10-16
SD85_2,229E-1984,1,0.0037,0.8349,2020-10-16
SD85_2,229E-1984,1,0.0012,0.9466,2020-10-16
SD85_2,229E-1984,1,0.0004,1.0500,2020-10-16
SD85_2,229E-1984,1,0.0001,1.1940,2020-10-16
SD85_2,229E-1984,2,0.1000,0.5518,2020-10-16
SD85_2,229E-1984,2,0.0333,0.8181,2020-10-16
SD85_2,229E-1984,2,0.0111,1.2670,2020-10-16
SD85_2,229E-1984,2,0.0037,1.0050,2020-10-16
SD85_2,229E-1984,2,0.0012,1.2660,2020-10-16
SD85_2,229E-1984,2,0.0004,1.1550,2020-10-16
SD85_2,229E-1984,2,0.0001,1.0360,2020-10-16
SD85_3,229E-1984,1,0.1000,0.0007,2020-10-16
SD85_3,229E-1984,1,0.0333,0.0160,2020-10-16
SD85_3,229E-1984,1,0.0111,0.1603,2020-10-16
SD85_3,229E-1984,1,0.0037,0.4431,2020-10-16
SD85_3,229E-1984,1,0.0012,0.6259,2020-10-16
SD85_3,229E-1984,1,0.0004,0.9220,2020-10-16
SD85_3,229E-1984,1,0.0001,0.8425,2020-10-16
SD85_3,229E-1984,2,0.1000,0.0016,2020-10-16
SD85_3,229E-1984,2,0.0333,0.0471,2020-10-16
SD85_3,229E-1984,2,0.0111,0.1941,2020-10-16
SD85_3,229E-1984,2,0.0037,0.5324,2020-10-16
SD85_3,229E-1984,2,0.0012,0.7514,2020-10-16
SD85_3,229E-1984,2,0.0004,0.9939,2020-10-16
SD85_3,229E-1984,2,0.0001,0.8984,2020-10-16
SD85_4,229E-1984,1,0.1000,0.4078,2020-10-16
SD85_4,229E-1984,1,0.0333,0.9575,2020-10-16
SD85_4,229E-1984,1,0.0111,1.4850,2020-10-16
SD85_4,229E-1984,1,0.0037,0.7761,2020-10-16
SD85_4,229E-1984,1,0.0012,1.0070,2020-10-16
SD85_4,229E-1984,1,0.0004,1.1960,2020-10-16
SD85_4,229E-1984,1,0.0001,1.4060,2020-10-16
SD85_4,229E-1984,2,0.1000,0.5230,2020-10-16
SD85_4,229E-1984,2,0.0333,0.9132,2020-10-16
SD85_4,229E-1984,2,0.0111,1.1630,2020-10-16
SD85_4,229E-1984,2,0.0037,1.0260,2020-10-16
SD85_4,229E-1984,2,0.0012,0.9783,2020-10-16
SD85_4,229E-1984,2,0.0004,0.9873,2020-10-16
SD85_4,229E-1984,2,0.0001,1.0820,2020-10-16
FH010WB,229E-1984,1,0.1000,0.1452,2020-10-09
FH010WB,229E-1984,1,0.0333,0.5534,2020-10-09
FH010WB,229E-1984,1,0.0111,1.0130,2020-10-09
