,serum,virus,replicate,concentration,fraction infectivity
0,FH007TR,229E-1992,1,0.1,0.453026992
1,FH007TR,229E-1992,1,0.033333333,0.775569723
2,FH007TR,229E-1992,1,0.011111111,0.892965167
3,FH007TR,229E-1992,1,0.003703704,0.902864311
4,FH007TR,229E-1992,1,0.001234568,1.248505532
5,FH007TR,229E-1992,1,0.000411523,0.885931152
6,FH007TR,229E-1992,1,0.000137174,0.915138731
7,FH007TR,229E-1992,2,0.1,0.557416503
8,FH007TR,229E-1992,2,0.033333333,0.956823071
9,FH007TR,229E-1992,2,0.011111111,0.892587771
10,FH007TR,229E-1992,2,0.003703704,1.070791592
11,FH007TR,229E-1992,2,0.001234568,0.980261019
12,FH007TR,229E-1992,2,0.000411523,0.938508831
13,FH007TR,229E-1992,2,0.000137174,1.145388455
14,FH008WC,229E-1992,1,0.1,0.41466253
15,FH008WC,229E-1992,1,0.033333333,0.73841111
16,FH008WC,229E-1992,1,0.011111111,0.908426176
17,FH008WC,229E-1992,1,0.003703704,1.039724206
18,FH008WC,229E-1992,1,0.001234568,1.274488772
19,FH008WC,229E-1992,1,0.000411523,0.994401085
20,FH008WC,229E-1992,1,0.000137174,1.165873341
21,FH008WC,229E-1992,2,0.1,0.502761023
22,FH008WC,229E-1992,2,0.033333333,0.754597735
23,FH008WC,229E-1992,2,0.011111111,0.949996171
24,FH008WC,229E-1992,2,0.003703704,0.976289877
25,FH008WC,229E-1992,2,0.001234568,0.953948828
26,FH008WC,229E-1992,2,0.000411523,0.967715187
27,FH008WC,229E-1992,2,0.000137174,0.892953685
28,Nothing,229E-1992,1,0.1,1.093472539
29,Nothing,229E-1992,1,0.033333333,1.024278756
30,Nothing,229E-1992,1,0.011111111,1.002671184
31,Nothing,229E-1992,1,0.003703704,0.895954758
32,Nothing,229E-1992,1,0.001234568,0.901305096
33,Nothing,229E-1992,1,0.000411523,0.899197251
34,Nothing,229E-1992,1,0.000137174,1.005112244
35,Nothing,229E-1992,2,0.1,0.931133481
36,Nothing,229E-1992,2,0.033333333,0.994044276
37,Nothing,229E-1992,2,0.011111111,1.103781625
38,Nothing,229E-1992,2,0.003703704,0.879909085
39,Nothing,229E-1992,2,0.001234568,0.964072772
40,Nothing,229E-1992,2,0.000411523,0.930074261
41,Nothing,229E-1992,2,0.000137174,1.002837521
42,FR1377,229E-1992,1,0.1,0.631582147
43,FR1377,229E-1992,1,0.033333333,0.830177438
44,FR1377,229E-1992,1,0.011111111,1.07646448
45,FR1377,229E-1992,1,0.003703704,0.87281217
46,FR1377,229E-1992,1,0.001234568,0.938194022
47,FR1377,229E-1992,1,0.000411523,0.912936702
48,FR1377,229E-1992,1,0.000137174,0.89423902
49,FR1377,229E-1992,2,0.1,0.59508334
50,FR1377,229E-1992,2,0.033333333,0.924485252
51,FR1377,229E-1992,2,0.011111111,1.088041244
52,FR1377,229E-1992,2,0.003703704,1.020585956
53,FR1377,229E-1992,2,0.001234568,0.899411372
54,FR1377,229E-1992,2,0.000411523,0.965136813
55,FR1377,229E-1992,2,0.000137174,0.86942758
56,SD87_2,229E-1992,1,0.1,0.47632434
57,SD87_2,229E-1992,1,0.033333333,0.645081771
58,SD87_2,229E-1992,1,0.011111111,0.959666709
59,SD87_2,229E-1992,1,0.003703704,0.970076174
60,SD87_2,229E-1992,1,0.001234568,0.923157303
61,SD87_2,229E-1992,1,0.000411523,1.085311162
62,SD87_2,229E-1992,1,0.000137174,0.868317971
63,SD87_2,229E-1992,2,0.1,0.460292182
64,SD87_2,229E-1992,2,0.033333333,0.801039557
65,SD87_2,229E-1992,2,0.011111111,0.746959281
66,SD87_2,229E-1992,2,0.003703704,1.111079827
67,SD87_2,229E-1992,2,0.001234568,0.98867494
68,SD87_2,229E-1992,2,0.000411523,1.101915814
69,SD87_2,229E-1992,2,0.000137174,1.08980789
70,SD87_4,229E-1992,1,0.1,0.162098267
71,SD87_4,229E-1992,1,0.033333333,0.507340013
72,SD87_4,229E-1992,1,0.011111111,0.750716035
73,SD87_4,229E-1992,1,0.003703704,0.903904233
74,SD87_4,229E-1992,1,0.001234568,0.9724933
75,SD87_4,229E-1992,1,0.000411523,1.287128487
76,SD87_4,229E-1992,1,0.000137174,1.020016814
77,SD87_4,229E-1992,2,0.1,0.164244739
78,SD87_4,229E-1992,2,0.033333333,0.568780418
79,SD87_4,229E-1992,2,0.011111111,0.761869448
80,SD87_4,229E-1992,2,0.003703704,1.121271115
81,SD87_4,229E-1992,2,0.001234568,0.892733108
82,SD87_4,229E-1992,2,0.000411523,1.261384095
83,SD87_4,229E-1992,2,0.000137174,1.142867057
84,SD87_6,229E-1992,1,0.1,0.204061966
85,SD87_6,229E-1992,1,0.033333333,0.513197054
86,SD87_6,229E-1992,1,0.011111111,0.672025938
87,SD87_6,229E-1992,1,0.003703704,0.940408155
88,SD87_6,229E-1992,1,0.001234568,0.921651331
89,SD87_6,229E-1992,1,0.000411523,1.008356927
90,SD87_6,229E-1992,1,0.000137174,0.939408305
91,SD87_6,229E-1992,2,0.1,0.168658693
92,SD87_6,229E-1992,2,0.033333333,0.475681153
93,SD87_6,229E-1992,2,0.011111111,0.689467063
94,SD87_6,229E-1992,2,0.003703704,0.901054925
95,SD87_6,229E-1992,2,0.001234568,0.84431134
96,SD87_6,229E-1992,2,0.000411523,0.91721473
97,SD87_6,229E-1992,2,0.000137174,1.044210902
98,SD85_2,229E-1992,1,0.1,0.504683144
99,SD85_2,229E-1992,1,0.033333333,0.719666754
100,SD85_2,229E-1992,1,0.011111111,0.956304591
101,SD85_2,229E-1992,1,0.003703704,0.890056352
102,SD85_2,229E-1992,1,0.001234568,0.960194002
103,SD85_2,229E-1992,1,0.000411523,1.024721809
104,SD85_2,229E-1992,1,0.000137174,1.048130225
105,SD85_2,229E-1992,2,0.1,0.503344977
106,SD85_2,229E-1992,2,0.033333333,0.739083678
107,SD85_2,229E-1992,2,0.011111111,0.925334524
108,SD85_2,229E-1992,2,0.003703704,0.998209354
109,SD85_2,229E-1992,2,0.001234568,0.996235068
110,SD85_2,229E-1992,2,0.000411523,1.015018254
111,SD85_2,229E-1992,2,0.000137174,1.172602956
112,SD85_3,229E-1992,1,0.1,0.279073283
113,SD85_3,229E-1992,1,0.033333333,0.582920338
114,SD85_3,229E-1992,1,0.011111111,0.741631739
115,SD85_3,229E-1992,1,0.003703704,0.826695306
116,SD85_3,229E-1992,1,0.001234568,0.840249013
117,SD85_3,229E-1992,1,0.000411523,0.90065938
118,SD85_3,229E-1992,1,0.000137174,0.916223261
119,SD85_3,229E-1992,2,0.1,0.258650636
120,SD85_3,229E-1992,2,0.033333333,0.634701275
121,SD85_3,229E-1992,2,0.011111111,0.836872599
122,SD85_3,229E-1992,2,0.003703704,0.868073612
123,SD85_3,229E-1992,2,0.001234568,0.913172751
124,SD85_3,229E-1992,2,0.000411523,0.934700314
125,SD85_3,229E-1992,2,0.000137174,1.082420916
126,SD85_5,229E-1992,1,0.1,0.479590951
127,SD85_5,229E-1992,1,0.033333333,0.877523456
128,SD85_5,229E-1992,1,0.011111111,0.800482126
129,SD85_5,229E-1992,1,0.003703704,0.921308359
130,SD85_5,229E-1992,1,0.001234568,0.981504903
131,SD85_5,229E-1992,1,0.000411523,0.888678633
132,SD85_5,229E-1992,1,0.000137174,0.992186574
133,SD85_5,229E-1992,2,0.1,0.360997979
134,SD85_5,229E-1992,2,0.033333333,0.742528583
135,SD85_5,229E-1992,2,0.011111111,0.791086897
136,SD85_5,229E-1992,2,0.003703704,1.027758071
137,SD85_5,229E-1992,2,0.001234568,0.920500133
138,SD85_5,229E-1992,2,0.000411523,0.932395033
139,SD85_5,229E-1992,2,0.000137174,1.033038018
140,SD86_5,229E-1992,1,0.1,0.058869885
