,serum,virus,replicate,concentration,fraction infectivity
0,FH007TR,229E-2016,1,0.1,0.5234
1,FH007TR,229E-2016,1,0.03333,0.7856
2,FH007TR,229E-2016,1,0.01111,0.8834
3,FH007TR,229E-2016,1,0.003704,0.9298
4,FH007TR,229E-2016,1,0.001235,0.8913
5,FH007TR,229E-2016,1,0.0004115,1.172
6,FH007TR,229E-2016,1,0.0001372,0.9009
7,FH007TR,229E-2016,2,0.1,0.5689
8,FH007TR,229E-2016,2,0.03333,0.9067
9,FH007TR,229E-2016,2,0.01111,0.7995
10,FH007TR,229E-2016,2,0.003704,0.998
11,FH007TR,229E-2016,2,0.001235,0.9906
12,FH007TR,229E-2016,2,0.0004115,1.081
13,FH007TR,229E-2016,2,0.0001372,0.9754
14,FH008WC,229E-2016,1,0.1,0.4031
15,FH008WC,229E-2016,1,0.03333,0.6887
16,FH008WC,229E-2016,1,0.01111,0.8111
17,FH008WC,229E-2016,1,0.003704,0.9167
18,FH008WC,229E-2016,1,0.001235,0.9054
19,FH008WC,229E-2016,1,0.0004115,1.071
20,FH008WC,229E-2016,1,0.0001372,0.8732
21,FH008WC,229E-2016,2,0.1,0.4272
22,FH008WC,229E-2016,2,0.03333,0.7318
23,FH008WC,229E-2016,2,0.01111,0.9396
24,FH008WC,229E-2016,2,0.003704,1.012
25,FH008WC,229E-2016,2,0.001235,0.9405
26,FH008WC,229E-2016,2,0.0004115,1.171
27,FH008WC,229E-2016,2,0.0001372,0.8891
28,Nothing,229E-2016,1,0.1,0.9507
29,Nothing,229E-2016,1,0.03333,1.019
30,Nothing,229E-2016,1,0.01111,0.8775
31,Nothing,229E-2016,1,0.003704,0.9246
32,Nothing,229E-2016,1,0.001235,1.015
33,Nothing,229E-2016,1,0.0004115,1.048
34,Nothing,229E-2016,1,0.0001372,0.9139
35,Nothing,229E-2016,2,0.1,0.9597
36,Nothing,229E-2016,2,0.03333,0.9203
37,Nothing,229E-2016,2,0.01111,0.8857
38,Nothing,229E-2016,2,0.003704,0.885
39,Nothing,229E-2016,2,0.001235,0.9176
40,Nothing,229E-2016,2,0.0004115,1.134
41,Nothing,229E-2016,2,0.0001372,0.8939
42,FR1377,229E-2016,1,0.1,0.6402
43,FR1377,229E-2016,1,0.03333,0.01947
44,FR1377,229E-2016,1,0.01111,0.7039
45,FR1377,229E-2016,1,0.003704,0.8723
46,FR1377,229E-2016,1,0.001235,0.9621
47,FR1377,229E-2016,1,0.0004115,1.19
48,FR1377,229E-2016,1,0.0001372,0.9199
49,FR1377,229E-2016,2,0.1,0.5288
50,FR1377,229E-2016,2,0.03333,0.02858
51,FR1377,229E-2016,2,0.01111,0.6365
52,FR1377,229E-2016,2,0.003704,0.9277
53,FR1377,229E-2016,2,0.001235,0.9166
54,FR1377,229E-2016,2,0.0004115,1.119
55,FR1377,229E-2016,2,0.0001372,0.9519
56,SD87_2,229E-2016,1,0.1,0.6504
57,SD87_2,229E-2016,1,0.03333,0.9197
58,SD87_2,229E-2016,1,0.01111,0.8675
59,SD87_2,229E-2016,1,0.003704,0.9228
60,SD87_2,229E-2016,1,0.001235,1.087
61,SD87_2,229E-2016,1,0.0004115,1.051
62,SD87_2,229E-2016,1,0.0001372,1.009
63,SD87_2,229E-2016,2,0.1,0.6759
64,SD87_2,229E-2016,2,0.03333,0.8746
65,SD87_2,229E-2016,2,0.01111,0.9465
66,SD87_2,229E-2016,2,0.003704,0.9222
67,SD87_2,229E-2016,2,0.001235,0.9386
68,SD87_2,229E-2016,2,0.0004115,1.141
69,SD87_2,229E-2016,2,0.0001372,1.087
70,SD87_4,229E-2016,1,0.1,0.7088
71,SD87_4,229E-2016,1,0.03333,0.8638
72,SD87_4,229E-2016,1,0.01111,0.8173
73,SD87_4,229E-2016,1,0.003704,0.9643
74,SD87_4,229E-2016,1,0.001235,1.021
75,SD87_4,229E-2016,1,0.0004115,1.022
76,SD87_4,229E-2016,1,0.0001372,1.032
77,SD87_4,229E-2016,2,0.1,0.7031
78,SD87_4,229E-2016,2,0.03333,0.8783
79,SD87_4,229E-2016,2,0.01111,0.93
80,SD87_4,229E-2016,2,0.003704,0.9913
81,SD87_4,229E-2016,2,0.001235,1.027
82,SD87_4,229E-2016,2,0.0004115,1.016
83,SD87_4,229E-2016,2,0.0001372,1.044
84,SD87_6,229E-2016,1,0.1,0.4968
85,SD87_6,229E-2016,1,0.03333,0.7744
86,SD87_6,229E-2016,1,0.01111,0.8586
87,SD87_6,229E-2016,1,0.003704,0.9106
88,SD87_6,229E-2016,1,0.001235,0.9905
89,SD87_6,229E-2016,1,0.0004115,1.083
90,SD87_6,229E-2016,1,0.0001372,0.9792
91,SD87_6,229E-2016,2,0.1,0.4973
92,SD87_6,229E-2016,2,0.03333,0.6988
93,SD87_6,229E-2016,2,0.01111,0.8375
94,SD87_6,229E-2016,2,0.003704,0.888
95,SD87_6,229E-2016,2,0.001235,0.9382
96,SD87_6,229E-2016,2,0.0004115,1.02
97,SD87_6,229E-2016,2,0.0001372,1.12
98,SD85_2,229E-2016,1,0.1,0.719
99,SD85_2,229E-2016,1,0.03333,1.006
100,SD85_2,229E-2016,1,0.01111,1.002
101,SD85_2,229E-2016,1,0.003704,0.9097
102,SD85_2,229E-2016,1,0.001235,0.9737
103,SD85_2,229E-2016,1,0.0004115,1.004
104,SD85_2,229E-2016,1,0.0001372,1.053
105,SD85_2,229E-2016,2,0.1,0.7112
106,SD85_2,229E-2016,2,0.03333,0.8523
107,SD85_2,229E-2016,2,0.01111,1
108,SD85_2,229E-2016,2,0.003704,0.9093
109,SD85_2,229E-2016,2,0.001235,0.989
110,SD85_2,229E-2016,2,0.0004115,1.055
111,SD85_2,229E-2016,2,0.0001372,1.036
112,SD85_3,229E-2016,1,0.1,0.7023
113,SD85_3,229E-2016,1,0.03333,0.7439
114,SD85_3,229E-2016,1,0.01111,0.9313
115,SD85_3,229E-2016,1,0.003704,1.032
116,SD85_3,229E-2016,1,0.001235,0.9299
117,SD85_3,229E-2016,1,0.0004115,1.084
118,SD85_3,229E-2016,1,0.0001372,0.997
119,SD85_3,229E-2016,2,0.1,0.6146
120,SD85_3,229E-2016,2,0.03333,0.7546
121,SD85_3,229E-2016,2,0.01111,0.8935
122,SD85_3,229E-2016,2,0.003704,0.973
123,SD85_3,229E-2016,2,0.001235,0.9781
124,SD85_3,229E-2016,2,0.0004115,1.092
125,SD85_3,229E-2016,2,0.0001372,0.9764
126,SD85_5,229E-2016,1,0.1,0.7681
127,SD85_5,229E-2016,1,0.03333,0.8971
128,SD85_5,229E-2016,1,0.01111,0.999
129,SD85_5,229E-2016,1,0.003704,1.102
130,SD85_5,229E-2016,1,0.001235,0.9177
131,SD85_5,229E-2016,1,0.0004115,1.051
132,SD85_5,229E-2016,1,0.0001372,1.055
133,SD85_5,229E-2016,2,0.1,0.6921
134,SD85_5,229E-2016,2,0.03333,0.9068
135,SD85_5,229E-2016,2,0.01111,1.15
136,SD85_5,229E-2016,2,0.003704,1.09
137,SD85_5,229E-2016,2,0.001235,0.999
138,SD85_5,229E-2016,2,0.0004115,1.056
139,SD85_5,229E-2016,2,0.0001372,1.107
140,SD86_5,229E-2016,1,0.1,0.3175
141,SD86_5,229E-2016,1,0.03333,0.6265
142,SD86_5,229E-2016,1,0.01111,0.9502
143,SD86_5,229E-2016,1,0.003704,1.015
144,SD86_5,229E-2016,1,0.001235,0.8932
145,SD86_5,229E-2016,1,0.0004115,0.9279
146,SD86_5,229E-2016,1,0.0001372,1.014
147,SD86_5,229E-2016,2,0.1,0.3559
148,SD86_5,229E-2016,2,0.03333,0.6328
149,SD86_5,229E-2016,2,0.01111,0.8816
150,SD86_5,229E-2016,2,0.003704,1.031
151,SD86_5,229E-2016,2,0.001235,1.006
152,SD86_5,229E-2016,2,0.0004115,1.086
153,SD86_5,229E-2016,2,0.0001372,1.056
154,SD86_6,229E-2016,1,0.1,0.6522
155,SD86_6,229E-2016,1,0.03333,0.9593
156,SD86_6,229E-2016,1,0.01111,0.938
157,SD86_6,229E-2016,1,0.003704,1.057
158,SD86_6,229E-2016,1,0.001235,1.11
159,SD86_6,229E-2016,1,0.0004115,1.143
160,SD86_6,229E-2016,1,0.0001372,1.04
161,SD86_6,229E-2016,2,0.1,0.6548
162,SD86_6,229E-2016,2,0.03333,0.7873
163,SD86_6,229E-2016,2,0.01111,0.924
164,SD86_6,229E-2016,2,0.003704,1.163
165,SD86_6,229E-2016,2,0.001235,0.9656
166,SD86_6,229E-2016,2,0.0004115,1.025
167,SD86_6,229E-2016,2,0.0001372,0.9461
168,FH007TR,229E-2008,1,0.1,0.5198
169,FH007TR,229E-2008,1,0.03333,0.6894
170,FH007TR,229E-2008,1,0.01111,0.8418
171,FH007TR,229E-2008,1,0.003704,0.9873
172,FH007TR,229E-2008,1,0.001235,1.033
173,FH007TR,229E-2008,1,0.0004115,1.025
174,FH007TR,229E-2008,1,0.0001372,1.192
175,FH007TR,229E-2008,2,0.1,0.5509
176,FH007TR,229E-2008,2,0.03333,0.7587
177,FH007TR,229E-2008,2,0.01111,0.8257
178,FH007TR,229E-2008,2,0.003704,1.001
179,FH007TR,229E-2008,2,0.001235,1.013
180,FH007TR,229E-2008,2,0.0004115,0.9325
181,FH007TR,229E-2008,2,0.0001372,1.1
182,FH008WC,229E-2008,1,0.1,0.2674
183,FH008WC,229E-2008,1,0.03333,0.4622
184,FH008WC,229E-2008,1,0.01111,0.7967
185,FH008WC,229E-2008,1,0.003704,0.8985
186,FH008WC,229E-2008,1,0.001235,0.9546
187,FH008WC,229E-2008,1,0.0004115,1.074
188,FH008WC,229E-2008,1,0.0001372,0.9136
189,FH008WC,229E-2008,2,0.1,0.2741
190,FH008WC,229E-2008,2,0.03333,0.5161
191,FH008WC,229E-2008,2,0.01111,0.8635
192,FH008WC,229E-2008,2,0.003704,1.081
193,FH008WC,229E-2008,2,0.001235,0.8511
194,FH008WC,229E-2008,2,0.0004115,0.9901
195,FH008WC,229E-2008,2,0.0001372,1.049
196,Nothing,229E-2008,1,0.1,0.8819
197,Nothing,229E-2008,1,0.03333,0.9725
198,Nothing,229E-2008,1,0.01111,1.009
199,Nothing,229E-2008,1,0.003704,0.9026
200,Nothing,229E-2008,1,0.001235,0.867
201,Nothing,229E-2008,1,0.0004115,0.8821
202,Nothing,229E-2008,1,0.0001372,1.039
203,Nothing,229E-2008,2,0.1,0.9714
204,Nothing,229E-2008,2,0.03333,0.891
205,Nothing,229E-2008,2,0.01111,0.9777
