,serum,virus,replicate,concentration,fraction infectivity
155,POP_0097,229E-2008,1,0.03333,0.07472
156,POP_0097,229E-2008,1,0.01111,0.2533
157,POP_0097,229E-2008,1,0.003704,0.6473
158,POP_0097,229E-2008,1,0.001235,0.7988
159,POP_0097,229E-2008,1,0.0004115,0.8971
160,POP_0097,229E-2008,1,0.0001372,0.8603
161,POP_0097,229E-2008,2,0.1,0.004452
162,POP_0097,229E-2008,2,0.03333,0.1035
163,POP_0097,229E-2008,2,0.01111,0.3938
164,POP_0097,229E-2008,2,0.003704,0.6521
165,POP_0097,229E-2008,2,0.001235,0.8778
166,POP_0097,229E-2008,2,0.0004115,1.023
167,POP_0097,229E-2008,2,0.0001372,0.9045
168,AUSAB-10,229E-2008,1,0.1,0.1218
169,AUSAB-10,229E-2008,1,0.03333,0.3644
170,AUSAB-10,229E-2008,1,0.01111,0.581
171,AUSAB-10,229E-2008,1,0.003704,0.8309
172,AUSAB-10,229E-2008,1,0.001235,0.939
173,AUSAB-10,229E-2008,1,0.0004115,1.009
174,AUSAB-10,229E-2008,1,0.0001372,0.8909
175,AUSAB-10,229E-2008,2,0.1,0.1604
176,AUSAB-10,229E-2008,2,0.03333,0.411
177,AUSAB-10,229E-2008,2,0.01111,0.5999
178,AUSAB-10,229E-2008,2,0.003704,0.8818
179,AUSAB-10,229E-2008,2,0.001235,0.9656
180,AUSAB-10,229E-2008,2,0.0004115,0.9718
181,AUSAB-10,229E-2008,2,0.0001372,0.8486
182,AUSAB-12,229E-2008,1,0.1,0.1294
183,AUSAB-12,229E-2008,1,0.03333,0.3744
184,AUSAB-12,229E-2008,1,0.01111,0.5644
185,AUSAB-12,229E-2008,1,0.003704,0.8423
186,AUSAB-12,229E-2008,1,0.001235,0.9584
187,AUSAB-12,229E-2008,1,0.0004115,0.9881
188,AUSAB-12,229E-2008,1,0.0001372,0.8888
189,AUSAB-12,229E-2008,2,0.1,0.12
190,AUSAB-12,229E-2008,2,0.03333,0.3707
191,AUSAB-12,229E-2008,2,0.01111,0.6396
192,AUSAB-12,229E-2008,2,0.003704,0.8766
193,AUSAB-12,229E-2008,2,0.001235,1.043
194,AUSAB-12,229E-2008,2,0.0004115,0.9214
195,AUSAB-12,229E-2008,2,0.0001372,0.902
196,AUSAB-17,229E-2008,1,0.1,0.003717
197,AUSAB-17,229E-2008,1,0.03333,0.02883
198,AUSAB-17,229E-2008,1,0.01111,0.1939
199,AUSAB-17,229E-2008,1,0.003704,0.4821
200,AUSAB-17,229E-2008,1,0.001235,0.9094
201,AUSAB-17,229E-2008,1,0.0004115,0.8472
202,AUSAB-17,229E-2008,1,0.0001372,0.8084
203,AUSAB-17,229E-2008,2,0.1,0.00107
204,AUSAB-17,229E-2008,2,0.03333,0.01466
205,AUSAB-17,229E-2008,2,0.01111,0.1405
206,AUSAB-17,229E-2008,2,0.003704,0.4749
207,AUSAB-17,229E-2008,2,0.001235,0.8521
208,AUSAB-17,229E-2008,2,0.0004115,0.8581
209,AUSAB-17,229E-2008,2,0.0001372,0.8735
210,AUSAB-20,229E-2008,1,0.1,0.0006944
211,AUSAB-20,229E-2008,1,0.03333,0.03923
212,AUSAB-20,229E-2008,1,0.01111,0.261
213,AUSAB-20,229E-2008,1,0.003704,0.5164
214,AUSAB-20,229E-2008,1,0.001235,0.7537
215,AUSAB-20,229E-2008,1,0.0004115,0.9648
216,AUSAB-20,229E-2008,1,0.0001372,0.8885
217,AUSAB-20,229E-2008,2,0.1,0.0007163
218,AUSAB-20,229E-2008,2,0.03333,0.03185
219,AUSAB-20,229E-2008,2,0.01111,0.1957
220,AUSAB-20,229E-2008,2,0.003704,0.5623
221,AUSAB-20,229E-2008,2,0.001235,0.8736
222,AUSAB-20,229E-2008,2,0.0004115,0.8954
223,AUSAB-20,229E-2008,2,0.0001372,0.826
224,POP_0013,229E-2001,1,0.1,0.3374
225,POP_0013,229E-2001,1,0.03333,0.53
226,POP_0013,229E-2001,1,0.01111,0.7153
227,POP_0013,229E-2001,1,0.003704,0.8948
228,POP_0013,229E-2001,1,0.001235,0.8924
229,POP_0013,229E-2001,1,0.0004115,1.133
230,POP_0013,229E-2001,1,0.0001372,0.9888
231,POP_0013,229E-2001,2,0.1,0.7345
232,POP_0013,229E-2001,2,0.03333,0.8819
233,POP_0013,229E-2001,2,0.01111,0.9222
234,POP_0013,229E-2001,2,0.003704,0.9826
235,POP_0013,229E-2001,2,0.001235,1.023
236,POP_0013,229E-2001,2,0.0004115,1
237,POP_0013,229E-2001,2,0.0001372,1.111
238,POP_0030,229E-2001,1,0.1,0.2568
239,POP_0030,229E-2001,1,0.03333,0.4278
240,POP_0030,229E-2001,1,0.01111,0.7376
241,POP_0030,229E-2001,1,0.003704,0.8337
242,POP_0030,229E-2001,1,0.001235,0.9657
243,POP_0030,229E-2001,1,0.0004115,1.068
244,POP_0030,229E-2001,1,0.0001372,1.105
245,POP_0030,229E-2001,2,0.1,0.2986
246,POP_0030,229E-2001,2,0.03333,0.5543
247,POP_0030,229E-2001,2,0.01111,0.7559
248,POP_0030,229E-2001,2,0.003704,0.7724
249,POP_0030,229E-2001,2,0.001235,0.8726
250,POP_0030,229E-2001,2,0.0004115,1.02
251,POP_0030,229E-2001,2,0.0001372,1.006
252,POP_0074,229E-2001,1,0.1,0.02665
253,POP_0074,229E-2001,1,0.03333,0.1275
254,POP_0074,229E-2001,1,0.01111,0.406
255,POP_0074,229E-2001,1,0.003704,0.7677
256,POP_0074,229E-2001,1,0.001235,0.8514
257,POP_0074,229E-2001,1,0.0004115,0.883
258,POP_0074,229E-2001,1,0.0001372,1.099
259,POP_0074,229E-2001,2,0.1,0.0247
260,POP_0074,229E-2001,2,0.03333,0.1607
261,POP_0074,229E-2001,2,0.01111,0.3542
262,POP_0074,229E-2001,2,0.003704,0.6345
263,POP_0074,229E-2001,2,0.001235,0.84
264,POP_0074,229E-2001,2,0.0004115,0.9311
265,POP_0074,229E-2001,2,0.0001372,1.108
266,POP_0097,229E-2001,1,0.1,0.04237
267,POP_0097,229E-2001,1,0.03333,0.2032
268,POP_0097,229E-2001,1,0.01111,0.4538
269,POP_0097,229E-2001,1,0.003704,0.6864
270,POP_0097,229E-2001,1,0.001235,0.8437
271,POP_0097,229E-2001,1,0.0004115,0.8793
272,POP_0097,229E-2001,1,0.0001372,1.03
273,POP_0097,229E-2001,2,0.1,0.05113
274,POP_0097,229E-2001,2,0.03333,0.1662
275,POP_0097,229E-2001,2,0.01111,0.5305
276,POP_0097,229E-2001,2,0.003704,0.8252
277,POP_0097,229E-2001,2,0.001235,0.7936
278,POP_0097,229E-2001,2,0.0004115,0.9019
279,POP_0097,229E-2001,2,0.0001372,1.156
280,AUSAB-10,229E-2001,1,0.1,0.2067
281,AUSAB-10,229E-2001,1,0.03333,0.5252
282,AUSAB-10,229E-2001,1,0.01111,0.7723
283,AUSAB-10,229E-2001,1,0.003704,0.8558
284,AUSAB-10,229E-2001,1,0.001235,1.037
285,AUSAB-10,229E-2001,1,0.0004115,1.076
286,AUSAB-10,229E-2001,1,0.0001372,0.8818
287,AUSAB-10,229E-2001,2,0.1,0.2637
288,AUSAB-10,229E-2001,2,0.03333,0.5771
289,AUSAB-10,229E-2001,2,0.01111,0.9399
290,AUSAB-10,229E-2001,2,0.003704,0.842
291,AUSAB-10,229E-2001,2,0.001235,1.027
292,AUSAB-10,229E-2001,2,0.0004115,1.077
293,AUSAB-10,229E-2001,2,0.0001372,0.796
294,AUSAB-12,229E-2001,1,0.1,0.1032
295,AUSAB-12,229E-2001,1,0.03333,0.3476
296,AUSAB-12,229E-2001,1,0.01111,0.6939
297,AUSAB-12,229E-2001,1,0.003704,0.8129
298,AUSAB-12,229E-2001,1,0.001235,0.9959
299,AUSAB-12,229E-2001,1,0.0004115,0.8986
300,AUSAB-12,229E-2001,1,0.0001372,0.9247
301,AUSAB-12,229E-2001,2,0.1,0.1136
302,AUSAB-12,229E-2001,2,0.03333,0.3583
303,AUSAB-12,229E-2001,2,0.01111,0.6527
304,AUSAB-12,229E-2001,2,0.003704,0.8728
305,AUSAB-12,229E-2001,2,0.001235,1.154
306,AUSAB-12,229E-2001,2,0.0004115,1.073
307,AUSAB-12,229E-2001,2,0.0001372,0.8259
308,AUSAB-17,229E-2001,1,0.1,0.0003016
309,AUSAB-17,229E-2001,1,0.03333,0.02836
310,AUSAB-17,229E-2001,1,0.01111,0.1978
311,AUSAB-17,229E-2001,1,0.003704,0.404
312,AUSAB-17,229E-2001,1,0.001235,0.8089
313,AUSAB-17,229E-2001,1,0.0004115,0.8844
314,AUSAB-17,229E-2001,1,0.0001372,0.8432
315,AUSAB-17,229E-2001,2,0.1,0.001176
316,AUSAB-17,229E-2001,2,0.03333,0.008189
317,AUSAB-17,229E-2001,2,0.01111,0.1077
318,AUSAB-17,229E-2001,2,0.003704,0.2795
319,AUSAB-17,229E-2001,2,0.001235,0.6721
320,AUSAB-17,229E-2001,2,0.0004115,0.8543
321,AUSAB-17,229E-2001,2,0.0001372,0.8725
322,AUSAB-20,229E-2001,1,0.1,0.0002715
323,AUSAB-20,229E-2001,1,0.03333,0.01166
324,AUSAB-20,229E-2001,1,0.01111,0.09624
325,AUSAB-20,229E-2001,1,0.003704,0.3126
326,AUSAB-20,229E-2001,1,0.001235,0.8366
327,AUSAB-20,229E-2001,1,0.0004115,0.7941
328,AUSAB-20,229E-2001,1,0.0001372,0.9062
329,AUSAB-20,229E-2001,2,0.1,0.0007759
330,AUSAB-20,229E-2001,2,0.03333,0.0111
331,AUSAB-20,229E-2001,2,0.01111,0.1554
332,AUSAB-20,229E-2001,2,0.003704,0.3681
333,AUSAB-20,229E-2001,2,0.001235,0.6934
334,AUSAB-20,229E-2001,2,0.0004115,0.9425
335,AUSAB-20,229E-2001,2,0.0001372,0.893
